Name;Owner Type;Created at;Last Updated at;Size;Stars;Watchers;Language;Has Wiki;Forks;Open Issues
async;User;2010-06-01 21:01:30;2015-03-31 23:41:08;4135;12386;12386;JavaScript;True;1225;139
less.js;Organization;2010-02-20 17:25:38;2015-03-31 22:43:06;32660;12039;12039;JavaScript;True;2744;183
todomvc;Organization;2011-06-03 19:56:33;2015-03-31 23:52:41;89839;12017;12017;JavaScript;True;6379;97
bower;Organization;2012-09-07 00:15:39;2015-03-31 22:40:25;10644;12008;12008;JavaScript;True;1461;186
hhvm;Organization;2010-01-02 01:17:06;2015-03-31 23:43:33;392875;11459;11459;C++;True;2016;655
io.js;Organization;2014-11-26 19:57:11;2015-04-01 00:02:09;167563;11413;11413;JavaScript;True;794;202
pdf.js;Organization;2011-04-26 06:32:03;2015-03-31 22:58:33;111159;11336;11336;JavaScript;True;2484;517
lime;Organization;2012-10-03 18:10:02;2015-03-31 22:26:01;7698;11157;11157;Go;True;973;128
awesome-awesomeness;User;2014-07-08 05:44:19;2015-03-31 22:41:32;1162;11139;11139;;False;1098;30
dotfiles;User;2011-09-05 18:07:54;2015-03-31 22:56:20;24952;11107;11107;VimL;False;4364;103
gitflow;User;2010-01-20 23:14:12;2015-03-31 21:51:41;5305;11079;11079;Shell;True;1245;208
jquery-pjax;User;2011-02-26 02:44:18;2015-03-31 19:01:55;2829;11009;11009;JavaScript;False;1261;45
ratchet;Organization;2012-08-17 05:41:57;2015-03-31 22:56:05;19317;10992;10992;CSS;False;1192;184
coffeescript;User;2009-12-18 01:39:53;2015-03-31 17:09:51;23377;10989;10989;CoffeeScript;True;1472;264
pure;Organization;2013-04-22 16:16:39;2015-03-31 22:44:11;3441;10942;10942;HTML;False;1381;53
awesome-courses;User;2014-11-15 18:36:49;2015-03-31 21:58:48;2615;10597;10597;;True;1215;6
elasticsearch;Organization;2010-02-08 13:20:56;2015-03-31 23:22:30;310742;10578;10578;Java;False;3295;1081
awesome-python;User;2014-06-27 21:00:06;2015-03-31 23:50:21;6254;10516;10516;Python;False;1608;81
pop;Organization;2014-03-30 22:29:12;2015-03-31 18:57:05;2684;10497;10497;Objective-C++;False;1398;22
react-native;Organization;2015-01-09 18:10:16;2015-04-01 00:04:01;20563;10365;10365;JavaScript;True;844;261
hammer.js;Organization;2012-03-02 12:58:28;2015-03-31 21:47:32;18033;10350;10350;JavaScript;True;1664;212
textmate;Organization;2012-08-08 16:25:52;2015-03-31 17:58:40;73318;10273;10273;C++;True;1638;18
ansible;Organization;2012-03-06 14:58:02;2015-03-31 23:59:50;195433;10246;10246;Python;False;3082;751
Leaflet;Organization;2010-09-22 16:57:44;2015-03-31 22:06:41;35717;10154;10154;JavaScript;False;1839;233
bootstrap-material-design;User;2014-08-18 11:54:00;2015-03-31 20:55:38;18040;10107;10107;CSS;True;1341;59
ace;Organization;2010-10-27 10:43:36;2015-03-31 22:53:03;57019;10066;10066;JavaScript;True;2341;307
sails;Organization;2012-03-18 19:46:15;2015-04-01 00:02:23;23869;10049;10049;JavaScript;False;1084;288
symfony;Organization;2010-01-04 14:21:21;2015-03-31 20:14:06;214296;9929;9929;PHP;False;3886;802
rust;Organization;2010-06-16 20:39:03;2015-03-31 23:40:39;531820;9913;9913;Rust;False;1928;2071
diaspora;Organization;2010-09-15 05:20:04;2015-03-31 23:26:42;251294;9872;9872;Ruby;True;2523;424
sweetalert;User;2014-09-30 11:12:48;2015-03-31 20:36:56;4505;9792;9792;CSS;True;990;67
http-api-design;Organization;2014-05-07 17:00:37;2015-03-31 21:21:19;591;9788;9788;;True;721;33
slick;User;2014-03-24 02:10:05;2015-03-31 22:46:14;6334;9782;9782;JavaScript;True;1123;220
Spoon-Knife;User;2011-01-27 19:30:43;2015-03-31 18:47:35;44391;9739;9739;CSS;True;53403;4165
typeahead.js;Organization;2013-02-19 19:45:01;2015-03-31 17:05:02;4611;9644;9644;JavaScript;False;1613;228
CodeIgniter;Organization;2011-08-19 13:34:00;2015-03-31 20:26:58;71893;9596;9596;PHP;True;4934;49
Flat-UI;Organization;2013-03-03 15:36:49;2015-03-31 17:28:35;33157;9486;9486;JavaScript;True;1821;16
jquery-mobile;Organization;2010-09-13 15:02:22;2015-03-31 12:39:05;181661;9467;9467;JavaScript;True;2515;353
bootstrap;Organization;2011-07-29 21:19:00;2015-03-31 23:06:50;175052;79436;79436;CSS;False;30915;119
free-programming-books;User;2013-10-11 06:50:37;2015-03-31 23:20:12;11228;37853;37853;;True;8345;30
angular.js;Organization;2010-01-06 00:34:37;2015-03-31 23:55:02;228078;36928;36928;JavaScript;True;15263;1167
d3;User;2010-09-27 17:22:42;2015-03-31 23:37:53;73036;36162;36162;JavaScript;True;9119;232
node;Organization;2009-05-27 16:29:46;2015-03-31 21:30:21;339593;35444;35444;JavaScript;True;7932;1174
jquery;Organization;2009-04-03 15:20:14;2015-03-31 23:48:22;38855;33924;33924;JavaScript;True;8173;111
Font-Awesome;Organization;2012-02-17 14:19:43;2015-03-31 22:40:00;25469;31710;31710;HTML;True;4830;2500
html5-boilerplate;Organization;2010-01-24 18:03:24;2015-03-31 19:23:46;66063;29272;29272;JavaScript;True;7553;9
rails;Organization;2008-04-11 02:19:47;2015-03-31 23:09:03;397991;25502;25502;Ruby;False;10026;739
meteor;Organization;2012-01-19 01:58:17;2015-03-31 23:44:25;170872;23783;23783;JavaScript;True;2669;482
impress.js;User;2011-12-28 22:23:19;2015-03-31 17:15:28;2276;23654;23654;JavaScript;True;5113;183
gitignore;Organization;2010-11-08 20:17:14;2015-03-31 22:52:26;9231;23355;23355;;False;8507;50
oh-my-zsh;User;2009-08-28 18:15:37;2015-03-31 23:51:55;24794;22653;22653;Shell;True;7164;543
homebrew;Organization;2009-05-20 19:38:37;2015-03-31 21:53:07;1487779;22190;22190;Ruby;True;11101;384
brackets;Organization;2011-12-07 21:14:40;2015-03-31 23:12:46;321887;21573;21573;JavaScript;True;4448;1220
backbone;User;2010-09-30 19:41:28;2015-03-31 21:11:37;46340;21239;21239;JavaScript;True;4757;33
nw.js;Organization;2012-01-04 06:21:10;2015-03-31 22:10:16;72457;21212;21212;C++;True;2311;1153
linux;User;2011-09-04 22:48:12;2015-03-31 23:42:04;1608828;20916;20916;C;False;8276;71
